,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
1583,1583,"Glenn, in his history of the Yankees, writes that the Ruth legend is ""still one of the most sheltered in sports""; he suggests that alcohol was at the root of Ruth's illness, pointing to the fact that Ruth remained six weeks at St .",he,113,Glenn,113,"['Glenn', 'Ruth', 'Ruth', 'Ruth']"
1584,1584,"Ruth spent part of the offseason of 1925 26 working out at Artie's gym, where he got back into shape .",he,77,Ruth,77,"['Ruth', 'Artie']"
1585,1585,"Whether or not Ruth intended to indicate where he planned to hit the ball , the incident has gone down in legend as Babe's called shot .",he,46,Ruth,46,"['Ruth', 'Babe']"
1586,1586,"At his final stop in the United Kingdom before returning home, Ruth was introduced to cricket by Australian player Alan, and after having little luck in a cricketer's stance, he stood as a baseball batter and launched some massive shots around the field, destroying the bat in the process .",he,174,Ruth,174,"['Ruth', 'Alan']"
1587,1587,Ruppert had stated that he would not release Ruth to go to another team as a full-time player .,he,23,Ruppert,23,"['Ruppert', 'Ruth']"
1588,1588,"Ruth was urged to make this his last game, but he had given his word to Fuchs and played in Cincinnati and Philadelphia .",he,46,Ruth,46,"['Ruth', 'Fuchs']"
1589,1589,"Ruth still hoped to be hired as a manager if he could not play anymore, but only one managerial position, Cleveland, became available between Ruth's retirement and the end of the 1937 season .",he,44,Ruth,44,"['Ruth', 'Ruth']"
1590,1590,"Helen died in January 1929 at age 31 in a house fire in Watertown, Massachusetts, in a house owned by Edward, a dentist with whom she had been living as ""Mrs .",she,129,Edward,129,"['Helen', 'Edward']"
1591,1591,"In her book, My Dad, the Babe, Dorothy claimed that she was Ruth's biological child by a mistress named Juanita .",she,51,Dorothy,51,"['Babe', 'Dorothy', 'Ruth', 'Juanita']"
1592,1592,"When the comment inevitably got back to Ruth, he angrily told Gehrig to tell his mother to mind her own business .",he,45,Ruth,45,"['Ruth', 'Gehrig']"
1593,1593,"Gehrig, in turn, took offense at what he perceived as Ruth's comment about his mother .",he,37,Gehrig,37,"['Gehrig', 'Ruth']"
1594,1594,"""Although Ruth was not just a power hitter he was the Yankees' best bunter, and an excellent outfielder Ruth's penchant for hitting home runs altered how baseball is played .",he,42,Ruth,42,"['Ruth', 'Ruth']"
1595,1595,"The books were timed to capitalize on the increase in public interest in Ruth as Henry approached his career home run mark, which he broke on April 8, 1974 .",he,129,Henry,129,"['Ruth', 'Henry']"
1596,1596,"""Montville suggested that Ruth is probably even more popular today than he was when his career home run record was broken by Aaron .",he,71,Ruth,71,"['Montville', 'Ruth', 'Aaron']"
1597,1597,"Montville describes the continuing relevance of Babe in American culture, more than three-quarters of a century after he last swung a bat in a major league game: The fascination with his life and career continues .",he,117,Montville,117,"['Montville', 'Babe']"
1598,1598,"In 1966, Ratzinger was appointed to a chair in dogmatic theology at the University of T bingen, where he was a colleague of Hans ng .",he,101,Ratzinger,101,"['Ratzinger', 'Hans']"
1599,1599,"During his time at T bingen University, Ratzinger published articles in the reformist theological journal Concilium, though he increasingly chose less reformist themes than other contributors to the magazine such as K ng and Schillebeeckx .",he,123,Ratzinger,123,"['Ratzinger', 'Schillebeeckx']"
1600,1600,"On 2 January 2005, Time magazine quoted unnamed Vatican sources as saying that Ratzinger was a front runner to succeed John II should he die or become too ill to continue as pope .",he,133,John II,133,"['Ratzinger', 'John II']"
1601,1601,Benedict followed this precedent when he waived the five-year rule for John II .,he,37,Benedict,37,"['Benedict', 'John II']"
1602,1602,"In the discussion with secularism and rationalism, one of Benedict's basic ideas can be found in his address on the ""Crisis of Culture"" in the West, a day before Pope II died, when he referred to Christianity as the Religion of the Logos .",he,180,Pope II,180,"['Benedict', 'Pope II']"
1603,1603,"In September, Benedict undertook a three-day visit to Austria, during which he joined Vienna's Chief Rabbi, Paul, in a memorial to the 65,000 Viennese Jews who perished in Nazi death camps .",he,75,Benedict,75,"['Benedict', 'Paul']"
1604,1604,", Ratzinger in the following years ""acquired a familiarity with the contours of the problem that virtually no other figure in the Catholic Church can claim"" and ""driven by that encounter with what he would later refer to as 'filth' in the Church, Ratzinger seems to have undergone something of a 'conversion experience' throughout 2003 04 .",he,196,Ratzinger,196,"['Ratzinger', 'Ratzinger']"
1605,1605,After Ratzinger became pope he began proceedings against Maciel and the Legion of Christ that forced Maciel out of active service in the Church .,he,27,Ratzinger,27,"['Ratzinger', 'Maciel', 'Maciel']"
1606,1606,"French Cardinal Philippe said that since the first stroke Ratzinger had been suffering from an age-related heart condition, for which he was on medication .",he,133,Ratzinger,133,"['Philippe', 'Ratzinger']"
1607,1607,"His elder sister Olga had died before his birth, but he was close to his brother Edmund, nicknamed Mundek, who was 13 years his senior .",he,52,Olga,52,"['Olga', 'Edmund', 'Mundek']"
1608,1608,"Wojty a responded to his friends, ""Wujek will remain Wujek,"" and he continued to live a simple life, shunning the trappings that came with his position as Bishop .",he,64,Wujek,64,"['Wojty', 'Wujek', 'Wujek', 'Bishop']"
1609,1609,"While some of his trips were to places previously visited by Pope, John II became the first pope to visit the White House in October 1979, where he was greeted warmly by then-President Jimmy .",he,144,John II,144,"['Pope', 'John II', 'Jimmy']"
1610,1610,"According to John, one of the most influential historians of the Cold War, the trip led to the formation of Solidarity and would begin the process of Communism's demise in Eastern Europe: When Pope II kissed the ground at the Warsaw airport he began the process by which Communism in Poland and ultimately elsewhere in Europe would come to an end .",he,240,Pope II,240,"['John', 'Pope II']"
1611,1611,"John II wrote extensively about workers and the social doctrine of the Church, which he discussed in three encyclicals: Laborem exercens, Sollicitudo rei socialis, and Centesimus annus .",he,84,John II,84,"['John II', 'Centesimus']"
1612,1612,"Before John II's pilgrimage to Latin America, during a meeting with reporters, he criticised Augusto's regime as ""dictatorial"" .",he,78,John II,78,"['John II', 'Augusto']"
1613,1613,"On John II's beatification the Chief Rabbi of Rome said in an interview with the Vatican newspaper L'Osservatore Romano that ""John II was revolutionary because he tore down a thousand-year wall of Catholic distrust of the Jewish world . """,he,159,John II,159,"['John II', 'John II']"
1614,1614,"John II was criticised for his support of the Opus Dei prelature and the 2002 canonisation of its founder, Josemar , whom he called ""the saint of ordinary life"" .",he,121,Josemar,121,"['John II', 'Josemar']"
1615,1615,"The Song scholar Hong heavily criticized what he called the court's ""ridiculous"" archaeological catalogue Bogutu compiled during the Huizong reign periods of Zheng and Xuan .",he,45,Hong,45,"['Hong', 'Bogutu', 'Zheng', 'Xuan']"
1616,1616,"Miles is plagued by flashbacks of his family when he was a child; these include memories of a mysterious affair between his mother and a suitor, the details of which might answer some questions Miles has had his entire life .",he,49,Miles,49,"['Miles', 'Miles']"
1617,1617,"Unbeknownst to Miles, however, she is dating his brother, David .",she,30,Miles,30,"['Miles', 'David']"
1618,1618,"Miles has offered to paint the church for free, although his progress is slow because of how much time he spends chatting with Father Mark .",he,102,Miles,102,"['Miles', 'Mark']"
1619,1619,"In 1917 The Saturday Evening Post dispatched Poole to Russia to report on the Russian Revolution, where he joined other sympathetic American commentators such as John ""Jack"" Reed and Louise .",he,103,Poole,103,"['Poole', 'John "" Jack "" Reed', 'Louise']"
1620,1620,"Her father, Lawrie, was an American big-band singer who was stranded in Adelaide on a tour of Australia when his manager absconded with the band's pay; he decided to remain in Australia, and became a newspaper sub-editor; her mother Gloria, from Boorowa, was a public relations officer with radio station 2GB in Sydney .",he,151,Lawrie,151,"['Lawrie', 'Gloria']"
1621,1621,"Some aspects of this chronicle were informed by the life and philosophical writings of the Alcott family patriarch, Amos, whom she profiled under the title ""Orpheus at the Plow"", in the 10 January 2005 issue of The New Yorker, a month before March was published .",she,126,Amos,126,"['Alcott', 'Amos']"
1622,1622,"Richards; his classmate in those was the future poet and critic Robert, with whom he would eventually work at Time .",he,81,Richards,81,"['Richards', 'Robert']"
1623,1623,"As a freelancer in the 1950s, Agee continued to write magazine articles while working on movie scripts; he developed a friendship with photographer Helen .",he,103,Agee,103,"['Agee', 'Helen']"
1624,1624,"Agee began living in Greenwich Village with Mia, whom he married in 1946 .",he,53,Mia,53,"['Agee', 'Mia']"
1625,1625,"In 1951 in Santa Barbara, Agee, a hard drinker and chain-smoker, suffered a heart attack; on May 16, 1955, Agee was in New York City when he suffered a fatal heart attack in a taxi cab en route to a doctor's appointment .",he,137,Agee,137,"['Agee', 'Agee']"
1626,1626,McPherson later publicly repented of the marriage for both theological and personal reasons and later rejected gospel singer Homer when he proposed marriage in 1935 .,he,135,Homer,135,"['McPherson', 'Homer']"
1627,1627,Berle asserted that he met McPherson in Los Angeles where both were doing a charity show .,he,19,Berle,19,"['Berle', 'McPherson']"
1628,1628,"Impressed with Gandhi, McPherson thought he might secretly lean toward Christianity .",he,40,McPherson,40,"['Gandhi', 'McPherson']"
1629,1629,"The irreligious Charlie secretly attended her services, and she later consulted with Chaplin on ways to improve her presentations .",she,59,Charlie,59,"['Charlie', 'Chaplin']"
1630,1630,"Shuler, whose caustic view of McPherson softened over the years, wrote that McPherson's flaws were many, yet she ultimately made a positive lasting impact on Christianity .",she,108,Shuler,108,"['Shuler', 'McPherson', 'McPherson']"
1631,1631,"During World War I, Eddington was Secretary of the Royal Astronomical Society, which meant he was the first to receive a series of letters and papers from Willem regarding Einstein's theory of general relativity .",he,90,Eddington,90,"['Eddington', 'Willem', 'Einstein']"
1632,1632,"When Eddington refrained from replying, he insisted Arthur not be ""so shy"", whereupon Eddington replied, ""Oh, no!",he,39,Eddington,39,"['Eddington', 'Arthur', 'Eddington']"
1633,1633,"Grasty remained involved in the life of his daughter, and paid for Joan's education in France and later moved Joan and her mother Louisa to the United States, where he financed their living .",he,164,Louisa,164,"['Grasty', 'Joan', 'Joan', 'Louisa']"
1634,1634,"Sax sets up a meet with Carcosa at the dealer's apartment building, where he is given a hallucinogenic white powder as a prelude to the Aklo .",he,73,Carcosa,73,"['Sax', 'Carcosa']"
1635,1635,"With Joshi, he has edited several volumes of writings by Lovecraft and Ambrose",he,11,Joshi,11,"['Joshi', 'Lovecraft', 'Ambrose']"
1636,1636,"Radcliffe published five novels during her lifetime, which she always referred to as ""romances""; a final novel, Gaston was published posthumously in 1826 .",she,58,Radcliffe,58,"['Radcliffe', 'Gaston']"
1637,1637,"This is challenged by those who then knew Monroe, as well as the manager of the Mayan, Paul, who said she had never been one of his dancers, nor had the theater ever been used as a burlesque house .",she,101,Paul,101,"['Monroe', 'Paul']"
1638,1638,"In July 1984, Hegarty issued a restraining order against LaVey, which he did not contest .",he,69,LaVey,69,"['Hegarty', 'LaVey']"
1639,1639,"In an article published in Rolling Stone magazine in 1991, the journalist Lawrence revealed that through his own investigative work, he found that many of LaVey's claims about his life had been untrue .",he,132,Lawrence,132,"['Lawrence', 'LaVey']"
1640,1640,"Derleth must have felt he was in the wrong field as Slan, with a print run of over 4,000 copies proved to be the fastest and best selling Arkham House of the 1940s .",he,22,Derleth,22,"['Derleth', 'Slan']"
1641,1641,Ruber drew criticism for the hostile opinions of various authors he expressed in his story introductions within Arkham's Masters of Horror .,he,64,Ruber,64,"['Ruber', 'Arkham']"
1642,1642,"After the war, the American Legion adopted the name of Hoffman's organisation; Hoffman stated in 1934 that he was ""delighted"" to give up his claim to the name .",he,106,Hoffman,106,"['Hoffman', 'Hoffman']"
1643,1643,DeMille and Adams adopted Katherine in 1920 whom Adams had found in the orphanage over which she was the director .,she,92,Adams,92,"['DeMille', 'Adams', 'Katherine', 'Adams']"
1644,1644,"Consequently, Beatrice introduced the Famous Players-Lasky to Wilfred, who DeMille had known from his time at the American Academy of Dramatic Arts, and he became DeMille's art director .",he,152,Wilfred,152,"['Beatrice', 'Wilfred', 'DeMille', 'DeMille']"
1645,1645,"Charlie lived next door for a time, and after he moved, DeMille purchased the other house and combined the estates .",he,45,Charlie,45,"['Charlie', 'DeMille']"
1646,1646,"DeMille was anti-communist and abandoned a project in 1940 to film Ernest's For Whom the Bell Tolls due to its communist themes despite the fact he had already paid $100,000 for the rights to the novel .",he,144,DeMille,144,"['DeMille', 'Ernest']"
1647,1647,"DeMille recalled that one of the most influential plays he saw was Hamlet, directed by Sothern .",he,55,DeMille,55,"['DeMille', 'Hamlet', 'Sothern']"
1648,1648,"Fox had worked on the Hawkman, Flash and Sandman features in All-Star for its first two issues , but from issue #3 , he assumed full writing duties for the issue, with all features by different artists working within the framing device wherein the characters were described as part of a ""Justice Society"" .",he,116,Fox,116,"['Fox', 'Flash', 'Sandman']"
1649,1649,Before Genghis died he assigned gedei as his successor .,he,19,Genghis,19,['Genghis']
1650,1650,"Although Toghrul was allegedly saved on multiple occasions by Genghis, he gave in to his son and became uncooperative with Genghis .",he,70,Toghrul,70,"['Toghrul', 'Genghis', 'Genghis']"
1651,1651,"Genghis had killed the men who betrayed Jamukha, stating that he did not want disloyal men in his army .",he,61,Genghis,61,"['Genghis', 'Jamukha']"
1652,1652,"After the death of his master Zhongguan in 1220, Haiyun became the head of the Chan school during Genghis's rule and was repeatedly recognized as the chief monk in Chinese Buddhism by subsequent Khans until 1257 when he was succeeded as chief monk by another Chan master Xueting the Mongol-appointed abbot of Shaolin monastery .",he,216,Haiyun,216,"['Zhongguan', 'Haiyun', 'Chan', 'Genghis', 'Khans', 'Chan', 'Xueting']"
1653,1653,"Genghis had left Muqali, one of his most trusted generals, in command of all Mongol forces in Jin China while he battled the Khwarezmid Empire to the west .",he,109,Genghis,109,"['Genghis', 'Muqali']"
1654,1654,"In The Secret History of the Mongols, just before the invasion of the Khwarezmid Empire by Genghis, Chagatai declared before his father and brothers that he would never accept Jochi as Genghis's successor .",he,153,Chagatai,153,"['Genghis', 'Chagatai', 'Jochi', 'Genghis']"
1655,1655,"Genghis told Chu'Tsai, who was a lineal descendant of Khitan rulers, that he had avenged Chu'Tsai's forefathers .",he,73,Genghis,73,"['Genghis', ""Chu'Tsai""]"
1656,1656,"When Kublai established the Yuan dynasty in 1271, he had his grandfather Genghis placed on the official record as the founder of the dynasty or Taizu .",he,49,Kublai,49,"['Kublai', 'Genghis', 'Taizu']"
1657,1657,"In 1929, Adler left Columbia to join University of Chicago, where he continued to work on the theme with Robert, President of the University .",he,65,Adler,65,"['Adler', 'Robert']"
1658,1658,"With his wife Pauline , he was the grandfather of actress Lindsay and the great-grandfather of actress Zosia .",he,23,Pauline,23,"['Pauline', 'Lindsay', 'Zosia']"
1659,1659,"Years later, in a letter to Benjamin describing the incident, John claimed that the killing was committed in self-defense, but he was not willing to be tried in an Admiral's Court, where the family of his first victim had been influential .",he,126,John,126,"['Benjamin', 'John']"
1660,1660,"Adams seemed to believe Jones was hoping to monopolize the mission's glory, especially by detaining Simpson on board while he celebrated the capture with numerous important European dignitaries .",he,122,Simpson,122,"['Adams', 'Jones', 'Simpson']"
1661,1661,"As a rear admiral aboard the 24-gun flagship Vladimir, he took part in the naval campaign in the Dnieper-Bug Liman against the Turks, in concert with the Dnieper Flotilla commanded by Prince Charles of Nassau-Siegen .",he,54,Vladimir,54,"['Vladimir', 'Charles']"
1662,1662,"In 1789 Jones arrived in Warsaw, Poland, where he befriended Tadeusz, another veteran of the American Revolutionary War .",he,46,Jones,46,"['Jones', 'Tadeusz']"
1663,1663,"Known for his quotable rants, the character was inspired by Donald, an eccentric hotel owner whom Cleese had encountered when he stayed at his hotel along with the rest of Monty in May 1970 .",he,125,Cleese,125,"['Donald', 'Cleese', 'Monty']"
1664,1664,"Basil gets his revenge towards the end of the episode, when he asks a number of disgruntled guests to direct their complaints towards Sybil .",he,59,Basil,59,"['Basil', 'Sybil']"
1665,1665,"Basil is known for his tight-fisted attitude to the hotel's expenses, employing completely incompetent builder O'Reilly in ""The Builders"" simply because he was cheap .",he,152,O'Reilly,152,"['Basil', ""O'Reilly""]"
1666,1666,Sybil's friend Audrey is often the only support she gets .,she,47,Audrey,47,"['Sybil', 'Audrey']"
1667,1667,"Although Lear had a reputation for being difficult, he had a sense of humor, as evidenced by naming his third daughter Shanda .",he,51,Lear,51,"['Lear', 'Shanda']"
1668,1668,"""In September 1946, Presley entered a new school, Milam, for sixth grade; he was regarded as a loner .",he,73,Milam,73,"['Presley', 'Milam']"
1669,1669,"Despite this, Phillips asked Presley to sing as many numbers as he knew .",he,63,Phillips,63,"['Phillips', 'Presley']"
1670,1670,"Fontana brought a new element, complementing Presley's movements with accented beats that he had mastered playing in strip clubs .",he,89,Fontana,89,"['Fontana', 'Presley']"
1671,1671,"Though Phillips no longer had the right to release any Presley material, he made sure that the session was captured on tape .",he,72,Phillips,72,"['Phillips', 'Presley']"
1672,1672,"Presley's only child, Lisa, was born on February 1, 1968, during a period when he had grown deeply unhappy with his career .",he,78,Lisa,78,"['Presley', 'Lisa']"
1673,1673,"Cassandra, later television's Elvira, met Presley during this period in Las Vegas, where she was working as a showgirl .",she,88,Cassandra,88,"['Cassandra', 'Elvira', 'Presley']"
1674,1674,"In the first, shot in Omaha on June 19, Presley's voice, Guralnick writes, ""is almost unrecognizable, a small, childlike instrument in which he talks more than sings most of the songs, casts about uncertainly for the melody in others, and is virtually unable to articulate or project"" .",he,140,Guralnick,140,"['Presley', 'Guralnick']"
1675,1675,"On the set of Jailhouse Rock, Presley granted Robinson an interview, though he was no longer dealing with the mainstream press .",he,75,Robinson,75,"['Presley', 'Robinson']"
1676,1676,"Parker effectively ended the relationship, deliberately or not, with the new contract he sent Leiber in early 1958 .",he,85,Parker,85,"['Parker', 'Leiber']"
1677,1677,"According to Whitburn's analysis, Presley holds the record with 38, tying with Madonna; per Billboard's current assessment, he ranks second with 36 .",he,123,Presley,123,"['Whitburn', 'Presley', 'Madonna']"
1678,1678,"A 1941 affidavit birth certificate of Hughes, signed by his aunt Annette and by Estelle, states that he was born on December 24, 1905, in Harris County, Texas .",he,100,Hughes,100,"['Hughes', 'Annette', 'Estelle']"
1679,1679,"In 1939, at the urging of Jack, president of Transcontinental & Western Airlines, the predecessor of Trans World Airlines , Hughes began to quietly purchase a majority share of TWA stock; he took a controlling interest in the airline by 1944 .",he,187,Hughes,187,"['Jack', 'Hughes']"
1680,1680,"George, Utah that eventually led to Hughes buying up nearly every copy of the film he could, only to watch the film at home repeatedly for many nights in a row .",he,82,Hughes,82,"['George', 'Hughes']"
1681,1681,"Hughes was so reclusive that he did not immediately publicly refute Irving's statement, leading many to believe the Irving book was genuine .",he,28,Hughes,28,"['Hughes', 'Irving', 'Irving']"
1682,1682,"In 1984, Hughes' estate paid an undisclosed amount to Terry, who claimed she and Hughes had secretly married on a yacht in international waters off Mexico in 1949 and never divorced .",she,72,Terry,72,"[""Hughes'"", 'Terry', 'Hughes']"
1683,1683,"Stan repeatedly stated he created the Marvel Comics character Iron's civilian persona, Tony, drawing inspiration from Howard colorful lifestyle and personality .",he,22,Stan,22,"['Stan', 'Iron', 'Tony', 'Howard']"
1684,1684,"Drysdale's chagrin, ""Howard"" is no billionaire; he is nothing but a plain old farmer named ""Howard"" .",he,47,Drysdale,47,"['Drysdale', 'Howard', 'Howard']"
1685,1685,"Rowling has lived a ""rags to riches"" life in which she progressed from living on benefits to being named the world's first billionaire author by Forbes .",she,50,Rowling,50,"['Rowling', 'Forbes']"
1686,1686,"The press has repeatedly claimed that Rowling played a role in his departure, but Rowling stated that she had no say in who directed the films and would not have vetoed Spielberg .",she,101,Rowling,101,"['Rowling', 'Rowling', 'Spielberg']"
1687,1687,"In 2012, Forbes removed Rowling from their rich list, claiming that her US$160 million in charitable donations and the high tax rate in the UK meant she was no longer a billionaire .",she,148,Forbes,148,"['Forbes', 'Rowling']"
1688,1688,"Rowling's youngest child, daughter Mackenzie, to whom she dedicated Harry Potter and the Half-Blood Prince, was born on 23 January 2005 .",she,53,Mackenzie,53,"['Rowling', 'Mackenzie']"
1689,1689,"On her Robert website, Rowling explained that she took the name from one of her personal heroes, Robert .",she,45,Rowling,45,"['Robert', 'Rowling', 'Robert']"
1690,1690,"In 2007, Rowling stated that she planned to write an encyclopaedia of Harry's wizarding world consisting of various unpublished material and notes .",she,28,Rowling,28,"['Rowling', 'Harry']"
1691,1691,"In September 2008, on the eve of the Labour Party Conference, Rowling announced that she had donated 1 million to the Labour Party, and publicly endorsed Labour Prime Minister Gordon over Conservative challenger David, praising Labour's policies on child poverty .",she,84,Rowling,84,"['Rowling', 'Gordon', 'David']"
1692,1692,"James was born in Riverside, Iowa, on March 22, 2233, where he was raised by his parents, George and Winona .",he,59,James,59,"['James', 'George', 'Winona']"
1693,1693,"Although born on Earth, Kirk lived for a time on Tarsus IV, where he was one of nine surviving witnesses to the massacre of 4,000 colonists by Kodos the Executioner .",he,65,Kirk,65,"['Kirk', 'Kodos']"
1694,1694,"Roddenberry wrote in a production memo that Kirk is not afraid of being fallible, but rather is afraid of the consequences to his ship and crew should he make an error in judgment .",he,150,Kirk,150,"['Roddenberry', 'Kirk']"
1695,1695,"According to Pine, the character is ""a 25-year-old 15-year-old"" and who is ""angry at the world"", until he enrolls in Starfleet Academy basically after being 'dared' by Captain Christopher .",he,102,Pine,102,"['Pine', 'Christopher']"
1696,1696,Shatner changed his mind when producer Harve convinced Shatner that he could age gracefully like Spencer .,he,67,Shatner,67,"['Shatner', 'Harve', 'Shatner', 'Spencer']"
1697,1697,"Malcolm, whose character kills Kirk, was dissatisfied with both versions of Kirk's death: he believed Kirk should have been killed ""in a big way"" .",he,89,Malcolm,89,"['Malcolm', 'Kirk', 'Kirk', 'Kirk']"
1698,1698,"Pine said he wanted his portrayal of Kirk to most resemble Harrison's Indiana Jones or Han characters, highlighting their humor and ""accidental hero"" traits .",he,9,Pine,9,"['Pine', 'Kirk', 'Harrison', 'Han']"
1699,1699,"John's impression of Kirk for Saturday Night Live, which he described as his favorite role, was ""dead-on"" .",he,56,Kirk,56,"['John', 'Kirk']"
1700,1700,"His brother, David, said in an interview that Keith could play any instrument he wanted, including bagpipes and the French horn .",he,77,David,77,"['David', 'Keith']"
1701,1701,"Carradine also starred in the ABC sitcom Complete Savages, and he played Wild in the HBO series Deadwood .",he,62,Carradine,62,"['Carradine', 'Wild']"
1702,1702,"During the second and fourth seasons of the Showtime series Dexter, he appeared numerous times as FBI Special Agent Frank .",he,67,Dexter,67,"['Dexter', 'Frank']"
1703,1703,After Carradine left the show and was in California he learned that Shelley was pregnant and had reunited with Curry .,he,51,Carradine,51,"['Carradine', 'Shelley', 'Curry']"
1704,1704,"On February 1, 2019, on Live with Kelly and Ryan, Carradine stated he and his wife have a 7-week old son named Sean .",he,66,Carradine,66,"['Kelly', 'Ryan', 'Carradine', 'Sean']"
1705,1705,"Joe, quarterback, was apparently out of training from a large ten-cent cigar he smoked, a gift of Benjamin of Pulaski .",he,76,Joe,76,"['Joe', 'Benjamin']"
1706,1706,Curry was selected by the New Orleans Saints in the 1967 NFL expansion draft on February 9 after he was left unprotected by Vince who chose to keep Ken as the Packers' new starting center .,he,96,Curry,96,"['Curry', 'Vince', 'Ken']"
1707,1707,"During a brief stint with the flagging Houston Oilers in 1973, Curry suffered a catastrophic leg injury when he was hit in the back of the leg by Rams' great, Merlin .",he,108,Curry,108,"['Curry', ""Rams'"", 'Merlin']"
1708,1708,"Walsh was coaching in Fremont when he interviewed for an assistant coaching position with Marv, who had just been hired as the head coach at the University of California, Berkeley .",he,34,Walsh,34,"['Walsh', 'Marv']"
1709,1709,"Blackman returned to the Ivy League in 1977, where he replaced George as head coach of the Cornell University Big Red until 1982 .",he,50,Blackman,50,"['Blackman', 'George']"
1710,1710,The claims of abuse were first reported to the police in 2009 when Blanchet said she became concerned for the safety of Conlin's other young relatives .,she,80,Blanchet,80,"['Blanchet', 'Conlin']"
1711,1711,Daulerio reported he had an email conversation with Conlin in which Conlin talked about suicide and criticized his accusers and Inquirer reporter Nancy .,he,17,Daulerio,17,"['Daulerio', 'Conlin', 'Conlin', 'Nancy']"
1712,1712,"Despite the successful season, Ebbets was determined to cut his players' salaries, including Stengel, whom he considered overpaid .",he,106,Stengel,106,"['Ebbets', 'Stengel']"
1713,1713,"If Stengel had enough plate appearances to qualify for the league batting championship, he would have finished second to Rogers of the St .",he,87,Stengel,87,"['Stengel', 'Rogers']"
1714,1714,"Stengel was obviously limping when he was advanced to second base on another single, and McGraw sent in a pinch runner .",he,34,Stengel,34,"['Stengel', 'McGraw']"
1715,1715,"As the Yankee fans booed Stengel, he thumbed his nose at the crowd and blew a kiss toward the Yankee players, outraging the team's principal owner, Jacob, who demanded that Baseball Commissioner Kenesaw fine or suspend Stengel .",he,33,Stengel,33,"['Stengel', 'Jacob', 'Kenesaw', 'Stengel']"
1716,1716,"Stengel had enjoyed his time in New York and was initially unhappy at the trade, especially since he had become close to McGraw .",he,97,Stengel,97,"['Stengel', 'McGraw']"
1717,1717,"Veeck, having returned to the United States, offered to rehire Stengel for 1945, but Stengel preferred another offer he received .",he,116,Stengel,116,"['Veeck', 'Stengel', 'Stengel']"
1718,1718,"Harris was fired, allegedly because he would not give Weiss his home telephone number .",he,35,Harris,35,"['Harris', 'Weiss']"
1719,1719,"MacPhail could no longer block Stengel's hiring, as he had sold his interest in the Yankees after the 1947 season .",he,51,MacPhail,51,"['MacPhail', 'Stengel']"
1720,1720,"After consulting with Stengel, Weiss obtained Johnny from the Giants, but he was soon sidelined with a separated shoulder .",he,73,Weiss,73,"['Stengel', 'Weiss', 'Johnny']"
1721,1721,"As part of his incessant shuffling of the lineup, Stengel had DiMaggio play first base, a position to which he was unaccustomed and refused to play after the first game .",he,107,DiMaggio,107,"['Stengel', 'DiMaggio']"
1722,1722,Stengel considered DiMaggio's decline in play as he neared the end of his stellar career more important than his resentment .,he,48,Stengel,48,"['Stengel', 'DiMaggio']"
1723,1723,"With little suspense as to the team's standing, much attention turned to Mantle's batting, as he made a serious run at Babe's record at the time of 60 home runs in a season, finishing with 52, and won the Triple Crown .",he,93,Mantle,93,"['Mantle', 'Babe']"
1724,1724,"Petersburg, Stengel was told of his election; he was inducted in July along with Ted .",he,45,Stengel,45,"['Stengel', 'Ted']"
1725,1725,"By 1971, Edna was showing signs of Alzheimer's disease, and in 1973, following a stroke, she was moved into a nursing home .",she,88,Edna,88,"['Edna', 'Alzheimer']"
1726,1726,"James noted that Stengel was not only the most successful manager of the 1950s, he was the most dominant manager of any single decade in baseball history .",he,79,Stengel,79,"['James', 'Stengel']"
1727,1727,"When Saperstein's friend Bill took ownership of the Cleveland Indians in the late 40s, he hired Saperstein as his chief scout for African-American players .",he,86,Bill,86,"['Saperstein', 'Bill', 'Saperstein']"
1728,1728,"Owens returned to the stadium where he had won four gold medals 15 years earlier, after which Hitler famously refused to shake his hand .",he,35,Owens,35,"['Owens', 'Hitler']"
1729,1729,"Attles later became one of the first African-American coaches in the NBA when he was named player-coach of the Warriors midway through the 1969 70 season, succeeding George .",he,77,Attles,77,"['Attles', 'George']"
1730,1730,"Attles was replaced by Johnny for the last 21 games of the 1979 80 NBA season , though he returned for the next season .",he,86,Johnny,86,"['Attles', 'Johnny']"
1731,1731,"Grantland once said about Bob, he was the only halfback who never lost a yard around right end .",he,30,Grantland,30,"['Grantland', 'Bob']"
1732,1732,"Blake threw the pass to Stein on a trick double-pass play which set up the score to beat Sewanee in 1907 for the SIAA championship, which was cited by Grantland as the greatest thrill he ever witnessed in his years of watching sports .",he,183,Grantland,183,"['Blake', 'Stein', 'Grantland']"
1733,1733,"After sticking with her commitment to her parents to visit five schools, Wambach accepted a full athletic scholarship to attend the University of Florida in Gainesville, where she played for coach Becky's Florida Gators women's soccer team from 1998 to 2001 .",she,175,Wambach,175,"['Wambach', 'Becky']"
1734,1734,"In September 2016, Wambach announced that she and Huffman were divorcing .",she,41,Wambach,41,"['Wambach', 'Huffman']"
1735,1735,"Two months later, Wambach confirmed she was in a relationship with author and her future wife, Glennon .",she,35,Wambach,35,"['Wambach', 'Glennon']"
1736,1736,"Abebe was 27 when he married 15-year-old Yewebdar on March 16, 1960 .",he,17,Abebe,17,"['Abebe', 'Yewebdar']"
